"UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","YEAR","MONTH","DEPARTURES_SCHEDULED","DEPARTURES_PERFORMED","SEATS","PASSENGERS","MONTHNAME","DATE","MONTHLY_NET_INCOME","MONTHLY_OP_PROFIT_LOSS","MONTHLY_OP_REVENUES","MONTHLY_OP_EXPENSES","SEAT_UTILIZATION"
"9E","Endeavor Air Inc.",2014,9,19079,18948,1190802,925137,"Sep",2014-09-01,-1923.58333333333,-1284.8825,44456.355,45741.4033333333,77.69
"9E","Endeavor Air Inc.",2014,1,21436,19692,1134609,822495,"Jan",2014-01-01,-1923.58333333333,-1284.8825,44456.355,45741.4033333333,72.49
"9E","Endeavor Air Inc.",2014,7,21482,20719,1264322,1024116,"Jul",2014-07-01,-1923.58333333333,-1284.8825,44456.355,45741.4033333333,81
"9E","Endeavor Air Inc.",2014,6,21150,20556,1243168,1022356,"Jun",2014-06-01,-1923.58333333333,-1284.8825,44456.355,45741.4033333333,82.24
"9E","Endeavor Air Inc.",2014,3,23322,22853,1346521,1080641,"Mar",2014-03-01,-1923.58333333333,-1284.8825,44456.355,45741.4033333333,80.25
"9E","Endeavor Air Inc.",2014,4,21452,21246,1265974,1002500,"Apr",2014-04-01,-1923.58333333333,-1284.8825,44456.355,45741.4033333333,79.19
"9E","Endeavor Air Inc.",2014,2,18813,17745,1031614,779455,"Feb",2014-02-01,-1923.58333333333,-1284.8825,44456.355,45741.4033333333,75.56
"9E","Endeavor Air Inc.",2014,5,21568,21285,1281410,1044393,"May",2014-05-01,-1923.58333333333,-1284.8825,44456.355,45741.4033333333,81.5
"9E","Endeavor Air Inc.",2014,10,19910,19827,1262293,1004024,"Oct",2014-10-01,-1923.58333333333,-1284.8825,44456.355,45741.4033333333,79.54
"9K","Cape Air",2014,1,8391,8248,85397,46880,"Jan",2014-01-01,NA,NA,NA,NA,54.9
"9K","Cape Air",2014,2,7862,7718,79499,45437,"Feb",2014-02-01,NA,NA,NA,NA,57.15
"9K","Cape Air",2014,3,9218,9089,87320,51713,"Mar",2014-03-01,NA,NA,NA,NA,59.22
"9K","Cape Air",2014,4,9421,9299,91516,55634,"Apr",2014-04-01,NA,NA,NA,NA,60.79
"9K","Cape Air",2014,5,10012,9904,96844,59504,"May",2014-05-01,NA,NA,NA,NA,61.44
"9K","Cape Air",2014,6,10783,10657,103963,64142,"Jun",2014-06-01,NA,NA,NA,NA,61.7
"9K","Cape Air",2014,7,12721,12581,118905,75666,"Jul",2014-07-01,NA,NA,NA,NA,63.64
"9K","Cape Air",2014,8,12980,12820,119979,77410,"Aug",2014-08-01,NA,NA,NA,NA,64.52
"9K","Cape Air",2014,9,11030,10895,105040,61175,"Sep",2014-09-01,NA,NA,NA,NA,58.24
"9K","Cape Air",2014,10,9552,9453,92297,55357,"Oct",2014-10-01,NA,NA,NA,NA,59.98
"9K","Cape Air",2014,11,8176,8062,80556,46302,"Nov",2014-11-01,NA,NA,NA,NA,57.48
"9K","Cape Air",2014,12,8860,8761,86844,49928,"Dec",2014-12-01,NA,NA,NA,NA,57.49
"AA","American Airlines Inc.",2014,11,42653,42416,6426738,5117243,"Nov",2014-11-01,109144.833333333,194801.583333333,2261699.25,2066897.66666667,79.62
"AA","American Airlines Inc.",2014,9,43381,43127,6396546,5186089,"Sep",2014-09-01,109144.833333333,194801.583333333,2261699.25,2066897.66666667,81.08
"AA","American Airlines Inc.",2014,12,45509,45172,6933191,5588290,"Dec",2014-12-01,109144.833333333,194801.583333333,2261699.25,2066897.66666667,80.6
"AA","American Airlines Inc.",2014,10,45246,44878,6671728,5612765,"Oct",2014-10-01,109144.833333333,194801.583333333,2261699.25,2066897.66666667,84.13
"AA","American Airlines Inc.",2014,2,41210,39249,5896562,4839965,"Feb",2014-02-01,109144.833333333,194801.583333333,2261699.25,2066897.66666667,82.08
"AA","American Airlines Inc.",2014,1,45558,43981,6611615,5242462,"Jan",2014-01-01,109144.833333333,194801.583333333,2261699.25,2066897.66666667,79.29
"AA","American Airlines Inc.",2014,6,46170,45663,6783822,5984529,"Jun",2014-06-01,109144.833333333,194801.583333333,2261699.25,2066897.66666667,88.22
"AA","American Airlines Inc.",2014,3,46417,45547,6826735,5764500,"Mar",2014-03-01,109144.833333333,194801.583333333,2261699.25,2066897.66666667,84.44
"AA","American Airlines Inc.",2014,5,45984,44918,6686925,5811266,"May",2014-05-01,109144.833333333,194801.583333333,2261699.25,2066897.66666667,86.9
"AA","American Airlines Inc.",2014,7,47726,47132,6999870,6177389,"Jul",2014-07-01,109144.833333333,194801.583333333,2261699.25,2066897.66666667,88.25
"AA","American Airlines Inc.",2014,4,43769,43634,6497105,5530368,"Apr",2014-04-01,109144.833333333,194801.583333333,2261699.25,2066897.66666667,85.12
"AA","American Airlines Inc.",2014,8,46428,45971,6826635,5889791,"Aug",2014-08-01,109144.833333333,194801.583333333,2261699.25,2066897.66666667,86.28
"AAT","Air Sunshine Inc.",2014,1,82,82,738,140,"Jan",2014-01-01,NA,NA,NA,NA,18.97
"AAT","Air Sunshine Inc.",2014,2,66,66,594,95,"Feb",2014-02-01,NA,NA,NA,NA,15.99
"AAT","Air Sunshine Inc.",2014,3,82,124,1116,208,"Mar",2014-03-01,NA,NA,NA,NA,18.64
"AAT","Air Sunshine Inc.",2014,4,120,120,1080,111,"Apr",2014-04-01,NA,NA,NA,NA,10.28
"AAT","Air Sunshine Inc.",2014,5,124,124,1116,200,"May",2014-05-01,NA,NA,NA,NA,17.92
"AAT","Air Sunshine Inc.",2014,6,120,120,1080,93,"Jun",2014-06-01,NA,NA,NA,NA,8.61
"AAT","Air Sunshine Inc.",2014,7,124,124,1116,102,"Jul",2014-07-01,NA,NA,NA,NA,9.14
"AAT","Air Sunshine Inc.",2014,8,124,124,1116,226,"Aug",2014-08-01,NA,NA,NA,NA,20.25
"AAT","Air Sunshine Inc.",2014,9,120,120,1080,37,"Sep",2014-09-01,NA,NA,NA,NA,3.43
"AAT","Air Sunshine Inc.",2014,10,82,82,820,126,"Oct",2014-10-01,NA,NA,NA,NA,15.37
"AAT","Air Sunshine Inc.",2014,11,80,80,720,245,"Nov",2014-11-01,NA,NA,NA,NA,34.03
"AAT","Air Sunshine Inc.",2014,12,103,82,820,146,"Dec",2014-12-01,NA,NA,NA,NA,17.8
"AMQ","Ameristar Air Cargo",2014,1,0,91,7600,1515,"Jan",2014-01-01,NA,NA,NA,NA,19.93
"AMQ","Ameristar Air Cargo",2014,2,0,85,6080,1064,"Feb",2014-02-01,NA,NA,NA,NA,17.5
"AMQ","Ameristar Air Cargo",2014,3,0,127,7296,2654,"Mar",2014-03-01,NA,NA,NA,NA,36.38
"AMQ","Ameristar Air Cargo",2014,4,0,53,2412,765,"Apr",2014-04-01,NA,NA,NA,NA,31.72
"AMQ","Ameristar Air Cargo",2014,5,0,68,1632,247,"May",2014-05-01,NA,NA,NA,NA,15.13
"AMQ","Ameristar Air Cargo",2014,6,0,117,3279,1142,"Jun",2014-06-01,NA,NA,NA,NA,34.83
"AMQ","Ameristar Air Cargo",2014,7,0,100,7639,2965,"Jul",2014-07-01,NA,NA,NA,NA,38.81
"AMQ","Ameristar Air Cargo",2014,8,0,104,1552,625,"Aug",2014-08-01,NA,NA,NA,NA,40.27
"AMQ","Ameristar Air Cargo",2014,9,0,138,3617,1330,"Sep",2014-09-01,NA,NA,NA,NA,36.77
"AMQ","Ameristar Air Cargo",2014,10,0,160,3953,1812,"Oct",2014-10-01,NA,NA,NA,NA,45.84
"AMQ","Ameristar Air Cargo",2014,11,0,149,5491,2398,"Nov",2014-11-01,NA,NA,NA,NA,43.67
"AMQ","Ameristar Air Cargo",2014,12,0,140,2097,906,"Dec",2014-12-01,NA,NA,NA,NA,43.2
"AS","Alaska Airlines Inc.",2014,10,12597,13587,2046019,1623993,"Oct",2014-10-01,49870.75,79860.4166666667,446946.083333333,367085.833333333,79.37
"AS","Alaska Airlines Inc.",2014,8,13516,15300,2305696,1940600,"Aug",2014-08-01,49870.75,79860.4166666667,446946.083333333,367085.833333333,84.17
"AS","Alaska Airlines Inc.",2014,7,12902,15184,2278931,1943008,"Jul",2014-07-01,49870.75,79860.4166666667,446946.083333333,367085.833333333,85.26
"AS","Alaska Airlines Inc.",2014,6,12871,14355,2128252,1785096,"Jun",2014-06-01,49870.75,79860.4166666667,446946.083333333,367085.833333333,83.88
"AS","Alaska Airlines Inc.",2014,1,10925,12441,1816001,1413316,"Jan",2014-01-01,49870.75,79860.4166666667,446946.083333333,367085.833333333,77.83
"AS","Alaska Airlines Inc.",2014,9,12260,13448,2032486,1602613,"Sep",2014-09-01,49870.75,79860.4166666667,446946.083333333,367085.833333333,78.85
"AS","Alaska Airlines Inc.",2014,12,11574,13800,2085934,1711242,"Dec",2014-12-01,49870.75,79860.4166666667,446946.083333333,367085.833333333,82.04
"AS","Alaska Airlines Inc.",2014,11,11490,13226,2001487,1576107,"Nov",2014-11-01,49870.75,79860.4166666667,446946.083333333,367085.833333333,78.75
"AS","Alaska Airlines Inc.",2014,3,11350,13077,1920031,1619258,"Mar",2014-03-01,49870.75,79860.4166666667,446946.083333333,367085.833333333,84.33
"AS","Alaska Airlines Inc.",2014,2,9907,11388,1669298,1349852,"Feb",2014-02-01,49870.75,79860.4166666667,446946.083333333,367085.833333333,80.86
"AS","Alaska Airlines Inc.",2014,4,10327,12827,1884007,1566748,"Apr",2014-04-01,49870.75,79860.4166666667,446946.083333333,367085.833333333,83.16
"AS","Alaska Airlines Inc.",2014,5,10578,13419,1973512,1632731,"May",2014-05-01,49870.75,79860.4166666667,446946.083333333,367085.833333333,82.73
"AX","Trans States Airlines",2014,1,4774,3892,194600,147506,"Jan",2014-01-01,NA,NA,NA,NA,75.8
"AX","Trans States Airlines",2014,2,4459,4011,200550,158374,"Feb",2014-02-01,NA,NA,NA,NA,78.97
"AX","Trans States Airlines",2014,3,5469,5112,255600,210710,"Mar",2014-03-01,NA,NA,NA,NA,82.44
"AX","Trans States Airlines",2014,4,5303,5192,259600,212280,"Apr",2014-04-01,NA,NA,NA,NA,81.77
"AX","Trans States Airlines",2014,5,5200,4932,246600,212739,"May",2014-05-01,NA,NA,NA,NA,86.27
"AX","Trans States Airlines",2014,6,5408,5006,250300,210627,"Jun",2014-06-01,NA,NA,NA,NA,84.15
"AX","Trans States Airlines",2014,7,5737,5542,277100,229906,"Jul",2014-07-01,NA,NA,NA,NA,82.97
"AX","Trans States Airlines",2014,8,5666,5375,268750,222306,"Aug",2014-08-01,NA,NA,NA,NA,82.72
"AX","Trans States Airlines",2014,9,5300,5022,251100,203396,"Sep",2014-09-01,NA,NA,NA,NA,81
"AX","Trans States Airlines",2014,10,5330,5156,257800,211930,"Oct",2014-10-01,NA,NA,NA,NA,82.21
"AX","Trans States Airlines",2014,11,4799,4724,236200,187803,"Nov",2014-11-01,NA,NA,NA,NA,79.51
"AX","Trans States Airlines",2014,12,4806,4743,237150,194557,"Dec",2014-12-01,NA,NA,NA,NA,82.04
"B6","JetBlue Airways",2014,7,22575,21992,2839094,2472383,"Jul",2014-07-01,32969.1416666667,42324.5841666667,484739.7725,442415.1875,87.08
"B6","JetBlue Airways",2014,9,19080,19111,2472148,1987091,"Sep",2014-09-01,32969.1416666667,42324.5841666667,484739.7725,442415.1875,80.38
"B6","JetBlue Airways",2014,11,20052,19962,2613579,2131064,"Nov",2014-11-01,32969.1416666667,42324.5841666667,484739.7725,442415.1875,81.54
"B6","JetBlue Airways",2014,3,21489,21099,2772190,2317274,"Mar",2014-03-01,32969.1416666667,42324.5841666667,484739.7725,442415.1875,83.59
"B6","JetBlue Airways",2014,5,21189,20791,2685310,2281758,"May",2014-05-01,32969.1416666667,42324.5841666667,484739.7725,442415.1875,84.97
"B6","JetBlue Airways",2014,6,21224,20878,2695278,2272475,"Jun",2014-06-01,32969.1416666667,42324.5841666667,484739.7725,442415.1875,84.31
"B6","JetBlue Airways",2014,12,21980,21954,2880710,2334569,"Dec",2014-12-01,32969.1416666667,42324.5841666667,484739.7725,442415.1875,81.04
"B6","JetBlue Airways",2014,4,20985,20715,2717600,2250536,"Apr",2014-04-01,32969.1416666667,42324.5841666667,484739.7725,442415.1875,82.81
"B6","JetBlue Airways",2014,8,22339,22249,2873404,2506594,"Aug",2014-08-01,32969.1416666667,42324.5841666667,484739.7725,442415.1875,87.23
"B6","JetBlue Airways",2014,10,20117,20123,2621677,2198187,"Oct",2014-10-01,32969.1416666667,42324.5841666667,484739.7725,442415.1875,83.85
"B6","JetBlue Airways",2014,2,18486,17583,2307780,1870778,"Feb",2014-02-01,32969.1416666667,42324.5841666667,484739.7725,442415.1875,81.06
"B6","JetBlue Airways",2014,1,20220,18202,2388570,1937141,"Jan",2014-01-01,32969.1416666667,42324.5841666667,484739.7725,442415.1875,81.1
"C5","Commutair Aka Champlain Enterprises, Inc.",2014,1,3719,2912,117260,79689,"Jan",2014-01-01,NA,NA,NA,NA,67.96
"C5","Commutair Aka Champlain Enterprises, Inc.",2014,2,3442,2902,117111,81557,"Feb",2014-02-01,NA,NA,NA,NA,69.64
"C5","Commutair Aka Champlain Enterprises, Inc.",2014,3,3964,3546,143825,107878,"Mar",2014-03-01,NA,NA,NA,NA,75.01
"C5","Commutair Aka Champlain Enterprises, Inc.",2014,4,3716,3373,135799,97391,"Apr",2014-04-01,NA,NA,NA,NA,71.72
"C5","Commutair Aka Champlain Enterprises, Inc.",2014,5,3265,3068,124267,92907,"May",2014-05-01,NA,NA,NA,NA,74.76
"C5","Commutair Aka Champlain Enterprises, Inc.",2014,6,3558,3086,124959,95484,"Jun",2014-06-01,NA,NA,NA,NA,76.41
"C5","Commutair Aka Champlain Enterprises, Inc.",2014,7,3571,3103,125146,99214,"Jul",2014-07-01,NA,NA,NA,NA,79.28
"C5","Commutair Aka Champlain Enterprises, Inc.",2014,8,3609,3352,135880,108162,"Aug",2014-08-01,NA,NA,NA,NA,79.6
"C5","Commutair Aka Champlain Enterprises, Inc.",2014,9,3592,3256,131756,101128,"Sep",2014-09-01,NA,NA,NA,NA,76.75
"C5","Commutair Aka Champlain Enterprises, Inc.",2014,10,3376,3033,124389,96971,"Oct",2014-10-01,NA,NA,NA,NA,77.96
"C5","Commutair Aka Champlain Enterprises, Inc.",2014,11,3172,2836,116073,88551,"Nov",2014-11-01,NA,NA,NA,NA,76.29
"C5","Commutair Aka Champlain Enterprises, Inc.",2014,12,3049,2796,114528,89365,"Dec",2014-12-01,NA,NA,NA,NA,78.03
"CP","Compass Airlines",2014,10,5279,5235,392300,316576,"Oct",2014-10-01,728.310833333333,512.404166666667,11885.9358333333,11373.5316666667,80.7
"CP","Compass Airlines",2014,9,4991,4956,371968,293486,"Sep",2014-09-01,728.310833333333,512.404166666667,11885.9358333333,11373.5316666667,78.9
"CP","Compass Airlines",2014,7,5478,5441,408094,354684,"Jul",2014-07-01,728.310833333333,512.404166666667,11885.9358333333,11373.5316666667,86.91
"CP","Compass Airlines",2014,12,5200,5112,383733,305474,"Dec",2014-12-01,728.310833333333,512.404166666667,11885.9358333333,11373.5316666667,79.61
"CP","Compass Airlines",2014,8,5481,5465,410189,347919,"Aug",2014-08-01,728.310833333333,512.404166666667,11885.9358333333,11373.5316666667,84.82
"CP","Compass Airlines",2014,4,5113,5070,380616,310166,"Apr",2014-04-01,728.310833333333,512.404166666667,11885.9358333333,11373.5316666667,81.49
"CP","Compass Airlines",2014,5,5167,5038,378327,310506,"May",2014-05-01,728.310833333333,512.404166666667,11885.9358333333,11373.5316666667,82.07
"CP","Compass Airlines",2014,3,5221,5126,384418,317506,"Mar",2014-03-01,728.310833333333,512.404166666667,11885.9358333333,11373.5316666667,82.59
"CP","Compass Airlines",2014,6,5424,5317,398601,339480,"Jun",2014-06-01,728.310833333333,512.404166666667,11885.9358333333,11373.5316666667,85.17
"CP","Compass Airlines",2014,1,5069,4937,369883,273459,"Jan",2014-01-01,728.310833333333,512.404166666667,11885.9358333333,11373.5316666667,73.93
"CP","Compass Airlines",2014,2,4434,4201,315806,247271,"Feb",2014-02-01,728.310833333333,512.404166666667,11885.9358333333,11373.5316666667,78.3
"CP","Compass Airlines",2014,11,4950,4874,365301,282510,"Nov",2014-11-01,728.310833333333,512.404166666667,11885.9358333333,11373.5316666667,77.34
"DL","Delta Air Lines Inc.",2014,10,70746,71385,11154145,9487901,"Oct",2014-10-01,57039.0833333333,243709,3368871.16666667,3125162.16666667,85.06
"DL","Delta Air Lines Inc.",2014,8,72992,73163,11437472,9940084,"Aug",2014-08-01,57039.0833333333,243709,3368871.16666667,3125162.16666667,86.91
"DL","Delta Air Lines Inc.",2014,1,59126,56699,9026868,7164952,"Jan",2014-01-01,57039.0833333333,243709,3368871.16666667,3125162.16666667,79.37
"DL","Delta Air Lines Inc.",2014,6,63589,70090,10990124,9658731,"Jun",2014-06-01,57039.0833333333,243709,3368871.16666667,3125162.16666667,87.89
"DL","Delta Air Lines Inc.",2014,2,51431,52001,8286875,6869650,"Feb",2014-02-01,57039.0833333333,243709,3368871.16666667,3125162.16666667,82.9
"DL","Delta Air Lines Inc.",2014,12,66572,67091,10419964,8601319,"Dec",2014-12-01,57039.0833333333,243709,3368871.16666667,3125162.16666667,82.55
"DL","Delta Air Lines Inc.",2014,3,67138,67580,10727451,9290928,"Mar",2014-03-01,57039.0833333333,243709,3368871.16666667,3125162.16666667,86.61
"DL","Delta Air Lines Inc.",2014,5,68120,68415,10787952,9412724,"May",2014-05-01,57039.0833333333,243709,3368871.16666667,3125162.16666667,87.25
"DL","Delta Air Lines Inc.",2014,4,65709,66169,10484483,9007659,"Apr",2014-04-01,57039.0833333333,243709,3368871.16666667,3125162.16666667,85.91
"DL","Delta Air Lines Inc.",2014,7,72775,72992,11412190,10117990,"Jul",2014-07-01,57039.0833333333,243709,3368871.16666667,3125162.16666667,88.66
"DL","Delta Air Lines Inc.",2014,9,67132,67482,10563039,8692515,"Sep",2014-09-01,57039.0833333333,243709,3368871.16666667,3125162.16666667,82.29
"DL","Delta Air Lines Inc.",2014,11,59056,67621,10534949,8610667,"Nov",2014-11-01,57039.0833333333,243709,3368871.16666667,3125162.16666667,81.73
"ELL","Ellis Air Taxi Inc.",2014,1,54,48,162,4,"Jan",2014-01-01,NA,NA,NA,NA,2.47
"ELL","Ellis Air Taxi Inc.",2014,2,48,48,162,11,"Feb",2014-02-01,NA,NA,NA,NA,6.79
"ELL","Ellis Air Taxi Inc.",2014,3,54,48,162,18,"Mar",2014-03-01,NA,NA,NA,NA,11.11
"ELL","Ellis Air Taxi Inc.",2014,4,54,48,162,30,"Apr",2014-04-01,NA,NA,NA,NA,18.52
"ELL","Ellis Air Taxi Inc.",2014,5,54,54,162,37,"May",2014-05-01,NA,NA,NA,NA,22.84
"ELL","Ellis Air Taxi Inc.",2014,6,54,54,162,73,"Jun",2014-06-01,NA,NA,NA,NA,45.06
"ELL","Ellis Air Taxi Inc.",2014,7,54,54,279,133,"Jul",2014-07-01,NA,NA,NA,NA,47.67
"ELL","Ellis Air Taxi Inc.",2014,8,48,48,180,114,"Aug",2014-08-01,NA,NA,NA,NA,63.33
"ELL","Ellis Air Taxi Inc.",2014,9,54,54,162,34,"Sep",2014-09-01,NA,NA,NA,NA,20.99
"ELL","Ellis Air Taxi Inc.",2014,10,54,54,162,8,"Oct",2014-10-01,NA,NA,NA,NA,4.94
"ELL","Ellis Air Taxi Inc.",2014,11,48,48,162,2,"Nov",2014-11-01,NA,NA,NA,NA,1.23
"ELL","Ellis Air Taxi Inc.",2014,12,48,48,162,2,"Dec",2014-12-01,NA,NA,NA,NA,1.23
"EV","ExpressJet Airlines Inc.",2014,8,59915,58703,3083692,2512004,"Aug",2014-08-01,-7001.4525,-8250.42,112273.074166667,120523.495833333,81.46
"EV","ExpressJet Airlines Inc.",2014,6,60297,57365,3007632,2511564,"Jun",2014-06-01,-7001.4525,-8250.42,112273.074166667,120523.495833333,83.51
"EV","ExpressJet Airlines Inc.",2014,12,52843,52009,2745874,2191788,"Dec",2014-12-01,-7001.4525,-8250.42,112273.074166667,120523.495833333,79.82
"EV","ExpressJet Airlines Inc.",2014,3,62796,59630,3124020,2552059,"Mar",2014-03-01,-7001.4525,-8250.42,112273.074166667,120523.495833333,81.69
"EV","ExpressJet Airlines Inc.",2014,10,57469,56434,2971951,2412459,"Oct",2014-10-01,-7001.4525,-8250.42,112273.074166667,120523.495833333,81.17
"EV","ExpressJet Airlines Inc.",2014,5,60459,57026,2998294,2503986,"May",2014-05-01,-7001.4525,-8250.42,112273.074166667,120523.495833333,83.51
"EV","ExpressJet Airlines Inc.",2014,11,52235,51685,2710661,2125383,"Nov",2014-11-01,-7001.4525,-8250.42,112273.074166667,120523.495833333,78.41
"EV","ExpressJet Airlines Inc.",2014,9,55868,54173,2849203,2242881,"Sep",2014-09-01,-7001.4525,-8250.42,112273.074166667,120523.495833333,78.72
"EV","ExpressJet Airlines Inc.",2014,7,62043,60029,3146927,2597050,"Jul",2014-07-01,-7001.4525,-8250.42,112273.074166667,120523.495833333,82.53
"EV","ExpressJet Airlines Inc.",2014,4,58419,56449,2967397,2405740,"Apr",2014-04-01,-7001.4525,-8250.42,112273.074166667,120523.495833333,81.07
"EV","ExpressJet Airlines Inc.",2014,1,59698,50813,2660729,1995519,"Jan",2014-01-01,-7001.4525,-8250.42,112273.074166667,120523.495833333,75
"EV","ExpressJet Airlines Inc.",2014,2,54374,48143,2516758,1964501,"Feb",2014-02-01,-7001.4525,-8250.42,112273.074166667,120523.495833333,78.06
"F9","Frontier Airlines Inc.",2014,4,5970,5966,898830,802222,"Apr",2014-04-01,10752.4208333333,17516.2608333333,131239.1075,113722.846666667,89.25
"F9","Frontier Airlines Inc.",2014,3,6027,6032,886206,812629,"Mar",2014-03-01,10752.4208333333,17516.2608333333,131239.1075,113722.846666667,91.7
"F9","Frontier Airlines Inc.",2014,2,5192,5171,764760,682763,"Feb",2014-02-01,10752.4208333333,17516.2608333333,131239.1075,113722.846666667,89.28
"F9","Frontier Airlines Inc.",2014,11,7664,7765,1148400,984448,"Nov",2014-11-01,10752.4208333333,17516.2608333333,131239.1075,113722.846666667,85.72
"F9","Frontier Airlines Inc.",2014,10,8137,8265,1221960,1060024,"Oct",2014-10-01,10752.4208333333,17516.2608333333,131239.1075,113722.846666667,86.75
"F9","Frontier Airlines Inc.",2014,1,5732,5655,905760,745892,"Jan",2014-01-01,10752.4208333333,17516.2608333333,131239.1075,113722.846666667,82.35
"F9","Frontier Airlines Inc.",2014,12,7797,7802,1152576,1022416,"Dec",2014-12-01,10752.4208333333,17516.2608333333,131239.1075,113722.846666667,88.71
"F9","Frontier Airlines Inc.",2014,6,7551,7561,1137456,1040182,"Jun",2014-06-01,10752.4208333333,17516.2608333333,131239.1075,113722.846666667,91.45
"F9","Frontier Airlines Inc.",2014,9,7911,8011,1186638,1039618,"Sep",2014-09-01,10752.4208333333,17516.2608333333,131239.1075,113722.846666667,87.61
"F9","Frontier Airlines Inc.",2014,5,7268,7289,1071462,978893,"May",2014-05-01,10752.4208333333,17516.2608333333,131239.1075,113722.846666667,91.36
"F9","Frontier Airlines Inc.",2014,8,8009,8058,1187692,1100054,"Aug",2014-08-01,10752.4208333333,17516.2608333333,131239.1075,113722.846666667,92.62
"F9","Frontier Airlines Inc.",2014,7,8039,8041,1206888,1111661,"Jul",2014-07-01,10752.4208333333,17516.2608333333,131239.1075,113722.846666667,92.11
"FCQ","Falcon Air Express",2014,2,0,317,49452,31387,"Feb",2014-02-01,NA,NA,NA,NA,63.47
"FCQ","Falcon Air Express",2014,3,0,325,50700,29386,"Mar",2014-03-01,NA,NA,NA,NA,57.96
"FCQ","Falcon Air Express",2014,4,0,195,30420,12856,"Apr",2014-04-01,NA,NA,NA,NA,42.26
"FCQ","Falcon Air Express",2014,1,0,287,44772,27874,"Jan",2014-01-01,NA,NA,NA,NA,62.26
"FCQ","Falcon Air Express",2014,5,0,229,35724,13345,"May",2014-05-01,NA,NA,NA,NA,37.36
"FCQ","Falcon Air Express",2014,6,0,286,44616,23459,"Jun",2014-06-01,NA,NA,NA,NA,52.58
"FCQ","Falcon Air Express",2014,7,0,125,19500,7359,"Jul",2014-07-01,NA,NA,NA,NA,37.74
"FCQ","Falcon Air Express",2014,8,0,143,22308,9042,"Aug",2014-08-01,NA,NA,NA,NA,40.53
"FCQ","Falcon Air Express",2014,9,0,139,21684,8727,"Sep",2014-09-01,NA,NA,NA,NA,40.25
"FCQ","Falcon Air Express",2014,10,0,112,17248,6244,"Oct",2014-10-01,NA,NA,NA,NA,36.2
"FCQ","Falcon Air Express",2014,11,0,230,35190,23713,"Nov",2014-11-01,NA,NA,NA,NA,67.39
"FCQ","Falcon Air Express",2014,12,0,141,21630,12412,"Dec",2014-12-01,NA,NA,NA,NA,57.38
"FL","AirTran Airways Corporation",2014,5,7709,7709,924293,756250,"May",2014-05-01,NA,NA,NA,NA,81.82
"FL","AirTran Airways Corporation",2014,6,7028,6908,842191,695141,"Jun",2014-06-01,NA,NA,NA,NA,82.54
"FL","AirTran Airways Corporation",2014,7,7077,6976,847306,718741,"Jul",2014-07-01,NA,NA,NA,NA,84.83
"FL","AirTran Airways Corporation",2014,8,6463,6322,802631,636391,"Aug",2014-08-01,NA,NA,NA,NA,79.29
"FL","AirTran Airways Corporation",2014,9,4950,4822,609856,452763,"Sep",2014-09-01,NA,NA,NA,NA,74.24
"FL","AirTran Airways Corporation",2014,10,4696,4649,559043,455970,"Oct",2014-10-01,NA,NA,NA,NA,81.56
"FL","AirTran Airways Corporation",2014,11,3972,3939,467255,345791,"Nov",2014-11-01,NA,NA,NA,NA,74
"FL","AirTran Airways Corporation",2014,12,2978,2927,359682,256178,"Dec",2014-12-01,NA,NA,NA,NA,71.22
"FL","AirTran Airways Corporation",2014,2,7641,7641,912637,687074,"Feb",2014-02-01,NA,NA,NA,NA,75.28
"FL","AirTran Airways Corporation",2014,3,9179,9179,1097563,881847,"Mar",2014-03-01,NA,NA,NA,NA,80.35
"FL","AirTran Airways Corporation",2014,4,8181,8181,980117,778044,"Apr",2014-04-01,NA,NA,NA,NA,79.38
"FL","AirTran Airways Corporation",2014,1,8832,8848,1057636,778838,"Jan",2014-01-01,NA,NA,NA,NA,73.64
"G4","Allegiant Air",2014,10,3970,4107,694532,611533,"Oct",2014-10-01,10657.4,11515.215,91638.535,80123.32,88.05
"G4","Allegiant Air",2014,9,3059,3181,543088,471810,"Sep",2014-09-01,10657.4,11515.215,91638.535,80123.32,86.88
"G4","Allegiant Air",2014,6,5238,5304,899116,818327,"Jun",2014-06-01,10657.4,11515.215,91638.535,80123.32,91.01
"G4","Allegiant Air",2014,8,4291,4355,738454,670703,"Aug",2014-08-01,10657.4,11515.215,91638.535,80123.32,90.83
"G4","Allegiant Air",2014,12,4950,5027,848314,731620,"Dec",2014-12-01,10657.4,11515.215,91638.535,80123.32,86.24
"G4","Allegiant Air",2014,7,5329,5356,906619,841612,"Jul",2014-07-01,10657.4,11515.215,91638.535,80123.32,92.83
"G4","Allegiant Air",2014,2,4055,4115,696529,616882,"Feb",2014-02-01,10657.4,11515.215,91638.535,80123.32,88.57
"G4","Allegiant Air",2014,5,4311,4386,744558,661863,"May",2014-05-01,10657.4,11515.215,91638.535,80123.32,88.89
"G4","Allegiant Air",2014,4,4372,4443,755629,670685,"Apr",2014-04-01,10657.4,11515.215,91638.535,80123.32,88.76
"G4","Allegiant Air",2014,11,4265,4374,738893,634695,"Nov",2014-11-01,10657.4,11515.215,91638.535,80123.32,85.9
"G4","Allegiant Air",2014,1,4098,4159,701568,598189,"Jan",2014-01-01,10657.4,11515.215,91638.535,80123.32,85.26
