Year - Month,Carrier,Departures,Miles,Seats,Passengers,Seat Utilization,Payload (lbs),Freight (lbs),Mail (lbs)
2016-11,British Airways Plc (International),"2,381","9,960,208","669,954","549,486",82%,"225,453,414","37,843,299",0
2016-11,Brussels Airlines N.V. (International),52,"190,684","14,629","11,665",80%,"4,875,610","964,938",0
2016-11,C.A.L Cargo Airlines (International),57,"278,785",0,0,-,"14,797,200","4,636,605",0
2016-11,Cape Air (Domestic),"8,019","862,455","82,678","46,225",56%,"17,337,096",0,"59,821"
2016-11,Cargojet Airways Ltd. (International),175,"184,845",0,0,-,"14,411,342","4,961,721",0
2016-11,Cargolux Airlines International S.A (International),295,"1,548,178",0,0,-,"71,390,000","44,460,248",0
2016-11,Cargolux Italia SpA (International),14,"54,362",0,0,-,"3,388,000","1,856,178",0
2016-11,Caribbean Airlines Limited (International),612,"1,020,312","94,248","62,695",67%,"30,599,634","379,571",0
2016-11,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airli",226,"185,963","35,030","1,295",4%,"7,910,000",0,0
2016-11,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airli",146,"182,946","22,630","5,627",25%,"5,110,000",0,0
2016-11,CAT Aviation (International),5,"21,413",62,6,10%,"12,414",0,0
2016-11,Cathay Pacific Airways Ltd. (International),"1,477","7,806,541","206,480","172,321",83%,"278,234,438","144,224,754",0
2016-11,Cavok Air LLC (International),8,"12,101",0,0,-,"352,000","226,358",0
2016-11,Cayman Airways Limited (International),201,"123,882","24,160","15,880",66%,"6,003,988","28,844",0
2016-11,Cebu Air Inc d/b/a Cebu Pacific Air (International),28,"44,716","5,040","3,170",63%,"1,192,946",0,0
2016-11,Centurion Cargo Inc. (Latin America),40,"57,998",0,0,-,"8,160,000","4,986,967",0
2016-11,CFM Inc d/b/a Contour Airlines (Domestic),"1,197","343,569","20,917","10,169",49%,"6,911,499",0,0
2016-11,Chartright Air Inc. (International),130,"99,930","1,015",408,40%,"330,218",0,0
2016-11,China Airlines Ltd. (International),912,"4,179,314","112,507","89,429",79%,"204,638,450","85,229,120",0
2016-11,China Cargo Airline (International),195,"846,611",0,0,-,"45,826,000","36,033,519",0
2016-11,China Eastern Airlines (International),406,"2,539,860","120,704","91,059",75%,"50,467,120","6,465,222",0
2016-11,China Southern Airlines (International),416,"2,986,730","78,168","69,513",89%,"64,911,278","30,960,774",0
2016-11,City Wings Inc dba Seaflight (Domestic),318,"14,310","2,862","2,319",81%,"484,630",0,0
2016-11,Comlux Aruba NV (International),1,"5,923",63,26,41%,"17,600",0,0
2016-11,"Comlux Malta, Ltd. (International)",2,"9,098",14,9,64%,"3,300",0,0
2016-11,"Commutair Aka Champlain Enterprises, Inc. (Domestic)","4,087","915,190","174,138","142,615",82%,"48,239,520",0,0
2016-11,Compagnia Aerea Italiana (International),302,"1,334,142","76,616","63,592",83%,"37,749,986","3,907,017",0
2016-11,Compagnie Aerienne Inter Regionale Express dba Air Anti,174,"56,546","4,181","1,951",47%,"899,580",0,0
2016-11,Compagnie Natl Air France (International),940,"3,880,449","297,471","245,553",83%,"98,273,825","20,724,369",0
2016-10,40-Mile Air (Domestic),70,"6,992",280,84,30%,"74,600","10,108","1,699"
2016-10,ABC Aerolineas SA de CV dba Interjet (International),"1,216","1,390,684","158,004","97,540",62%,"19,527,506",0,0
2016-10,ABSA-Aerolinhas Brasileiras (International),76,"216,687",0,0,-,"9,031,953","7,312,739",0
2016-10,ABS JETS A.S (International),3,"5,221",42,21,50%,"7,260","2,310",0
2016-10,ABX Air Inc (Atlantic),528,"670,570",0,0,-,"99,719,640","36,479,050",0
2016-10,ABX Air Inc (Domestic),"1,090","1,331,533",0,0,-,"216,664,200","59,098,410",0
2016-10,ACM AIR CHARTER GmbH (International),6,"11,988",76,7,9%,"18,920",0,0
2016-10,Acropolis Aviation Ltd. (International),1,"3,988",19,19,100%,"26,400",0,0
2016-10,Aer Lingus Plc (International),744,"2,602,226","200,200","168,825",84%,"63,145,848","3,529,199",0
2016-10,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,184,"50,766","9,200","3,244",35%,"2,014,360",0,0
2016-10,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",36,"14,796","6,416","4,112",64%,"1,283,216",0,0
2016-10,Aeroflot Russian Airlines (International),212,"1,095,118","79,148","68,560",87%,"22,709,720","1,572,983",0
2016-10,Aerolineas Argentinas (International),195,"914,358","53,879","45,391",84%,"15,970,240","3,244,290",0
2016-10,Aerolitoral (International),762,"582,950","65,050","49,078",75%,"16,622,538","29,821",0
2016-10,AeroLogic GmbH (International),54,"224,209",0,0,-,"12,533,281","9,046,723",0
2016-10,Aeromexico (International),"1,990","3,210,835","316,912","248,790",79%,"71,298,262","2,249,954",0
2016-10,Aerotransportes Mas De Crga (International),76,"106,462",0,0,-,"9,496,960","7,449,693",0
2016-10,Aerounion Aerotransporte de Carga Union SA de CV (Inter,138,"200,464",0,0,-,"13,358,400","10,225,576",0
2016-10,Aerovias de Intergracian Regional (International),60,"90,360","14,140","11,821",84%,"5,827,800","1,423,281",0
2016-10,Aerovias Nacl De Colombia (International),865,"1,545,899","136,230","113,166",83%,"49,863,362","3,388,390",0
2016-10,Air Alsie A/S (International),13,"29,604",118,23,19%,"23,624",0,0
2016-10,Air Atlanta Icelandic (International),9,"55,382",0,0,-,"2,317,728","1,499,520",0
2016-10,Air Berlin PLC and CO (International),452,"2,019,628","129,724","107,135",83%,"45,214,538","5,525,837",0
2016-10,AirBridgeCargo Airlines Limited (International),370,"1,264,934",0,0,-,"108,310,598","36,171,025",0
2016-10,Air Busan (International),36,"64,512","6,162","5,153",84%,"1,401,902",0,0
2016-10,Air Canada (International),"3,558","4,395,742","462,680","366,109",79%,"118,827,756","2,199,764",0
2016-10,Air Canada rouge LP (International),"1,483","2,216,671","281,156","240,398",86%,"76,749,893","1,443,528",0
2016-10,"Air Charter, Inc d/b/a Air Flamenco (Domestic)",852,"28,739","5,886","4,631",79%,"4,342,500","280,855","61,165"
2016-10,Air China (International),642,"3,943,056","167,448","132,336",79%,"68,751,296","33,631,013",0
2016-10,Air Europa (International),128,"514,662","38,116","26,503",70%,"17,694,634","1,411,859",0
2016-10,Air Excursions LLC (Domestic),127,"5,161",648,302,47%,"192,460","12,093","4,598"
2016-10,Air Georgian (International),"3,414","1,303,209","147,085","102,751",70%,"35,203,128",0,0
2016-10,Air Japan Co (International),62,"236,778","13,220","11,630",88%,"4,185,570","673,147",0
2016-10,Air New Zealand (International),336,"2,071,677","107,640","88,775",82%,"46,919,729","8,316,968",0
2016-10,Air Pacific Ltd. (International),91,"413,374","21,928","15,887",72%,"6,535,738","812,653",0
2016-10,Air Serbia (International),44,"198,484","11,176","6,768",61%,"1,725,928","370,975",0
2016-10,Air Sunshine Inc. (Domestic),248,"20,398","2,232",475,21%,"412,000",0,0
2016-10,Air Tahiti Nui (International),136,"629,370","39,988","34,425",86%,"10,771,200","1,834,889",0
2016-10,Air Transat (International),46,"56,466","8,938","6,837",76%,"2,147,200",0,0
2016-10,Air Transport International (Domestic),681,"815,128",0,0,-,"115,427,660","28,505,796",0
2016-10,Air Wisconsin Airlines Corp (Domestic),"11,605","4,402,489","580,250","447,064",77%,"142,045,200","76,379","9,223"
2016-10,Alaska Airlines Inc. (Domestic),"14,481","17,127,256","2,320,522","1,870,248",81%,"602,579,475","9,264,765","4,516,721"
2016-10,Alaska Airlines Inc. (Latin America),946,"1,237,968","157,520","127,500",81%,"39,700,548","166,842",0
2016-10,Alaska Central Express (Domestic),865,"257,676",576,292,51%,"4,802,932","667,198","1,201,594"
2016-10,Albinati Aeronautics SA (International),10,"36,688",127,38,30%,"52,620",0,0
2016-10,Alia-(The) Royal Jordanian (International),105,"533,646","27,295","16,854",62%,"9,369,800","680,842",0
2016-10,Allegiant Air (Domestic),"6,396","5,619,906","1,075,468","882,859",82%,"488,994,200",0,0
2016-10,All Nippon Airways Co. (International),809,"4,546,064","189,982","147,503",78%,"80,790,649","29,257,343",0
2016-10,Aloha Air Cargo (Domestic),818,"119,904",0,0,-,"28,630,000","6,886,884","2,824,326"
2016-10,American Airlines Inc. (Atlantic),"3,382","13,856,880","818,941","611,938",75%,"335,585,381","47,560,444","2,021,204"
2016-10,American Airlines Inc. (Domestic),"75,193","75,256,755","11,735,440","9,829,554",84%,"3,177,102,157","20,927,664","14,442,033"
2016-10,American Airlines Inc. (Latin America),"9,445","13,899,495","1,561,396","1,233,334",79%,"451,100,678","24,950,653","1,455,004"
2016-10,American Airlines Inc. (Pacific),879,"5,883,285","224,749","189,048",84%,"87,651,828","14,728,490","1,444,757"
2016-10,Amerijet International (Latin America),368,"379,803",0,0,-,"37,730,340","24,379,233","82,707"
2016-10,Ameristar Air Cargo (Domestic),103,"74,892","2,028",698,34%,"2,434,966","252,987",0
2016-10,Ameristar Air Cargo (International),17,"10,446",120,77,64%,"378,636","62,837",0
2016-10,Antonov Company (International),1,"2,020",0,0,-,"264,000","104,273",0
2016-10,Arctic Transportation (Domestic),"1,168","98,899","2,092",147,7%,"4,618,315","934,571","869,163"
2016-10,Arik Air International (International),26,"136,500","5,642","3,902",69%,"2,671,240","19,670",0
2016-10,Asiana Airlines Inc. (International),"1,003","4,196,471","155,490","134,824",87%,"134,628,477","40,545,602",0
2016-10,Asia Pacific (International),68,"117,535",0,0,-,"3,162,000","961,080","470,673"
2016-10,Atlas Air Inc. (Domestic),780,"1,061,796","2,113",411,19%,"240,159,884","78,855,550",0
2016-10,Atlas Air Inc. (International),663,"2,375,670","10,012","1,691",17%,"268,552,856","106,983,440",0
2016-10,Austrian Airlines (International),276,"1,261,364","65,730","52,139",79%,"34,798,344","5,681,011",0
2016-10,"Avior Airlines, C.A. (International)",110,"163,460","15,840","12,614",80%,"2,525,322",0,0
2016-10,Avjet Corporation (Domestic),161,"199,657","1,599",410,26%,"468,000",0,0
2016-10,Azerbaijan Airlines CJSC (International),28,"163,268","5,880","3,075",52%,"2,445,883","297,979",0
2016-10,Azul Linhas Aereas Brazileiras S A (International),116,"477,632","29,646","28,553",96%,"11,968,767","3,071,423",0
2016-10,Bahamasair Holding Limited (International),452,"86,414","44,520","25,347",57%,"11,074,055",0,0
2016-10,Bemidji Airlines (Domestic),51,"7,846",15,0,0%,"136,000","30,243",0
2016-10,Bering Air Inc. (Domestic),"2,804","234,050","24,661","10,421",42%,"9,176,300","228,607","721,768"
2016-10,Blue Jet SP Z o o (International),11,"39,751",112,27,24%,"45,512",0,0
2016-10,Boutique Air (Domestic),"2,600","578,284","20,800","13,631",66%,"4,281,200",0,0
2016-10,Bradley Air Services Ltd. (International),4,"1,373",624,224,36%,"124,800",0,0
2016-10,Britannia Airways Ltd. (International),78,"331,725","25,710","21,091",82%,"7,433,367","204,107",0
2016-10,British Airways Plc (International),"2,738","11,390,487","768,792","650,895",85%,"259,669,279","38,999,224",0
2016-10,Brussels Airlines N.V. (International),100,"375,250","27,906","21,855",78%,"9,426,824","1,598,788",0
2016-10,C.A.L Cargo Airlines (International),56,"273,107",0,0,-,"14,537,600","4,608,494",0
2016-10,Cape Air (Domestic),"9,375","958,989","95,141","52,136",55%,"19,839,195",0,"66,358"
2016-10,Cargojet Airways Ltd. (International),179,"194,035",0,0,-,"14,775,309","5,019,093",0
2016-10,Cargolux Airlines International S.A (International),307,"1,612,364",0,0,-,"74,294,000","46,541,004",0
2016-10,Cargolux Italia SpA (International),20,"77,660",0,0,-,"4,840,000","2,694,432",0
2016-10,Caribbean Airlines Limited (International),604,"1,022,823","93,016","58,956",63%,"30,199,640","361,852",0
2016-10,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airli",214,"172,887","33,170","2,107",6%,"7,490,000",0,0
2016-10,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airli",142,"127,356","22,010","5,845",27%,"4,970,000",0,0
2016-10,CAT Aviation (International),9,"37,175",114,19,17%,"22,825",0,0
2016-10,Cathay Pacific Airways Ltd. (International),"1,507","8,129,438","223,085","182,999",82%,"277,418,596","145,826,945",0
2016-10,Cayman Airways Limited (International),206,"119,382","24,916","14,414",58%,"6,215,184","29,754",0
2016-10,Cebu Air Inc d/b/a Cebu Pacific Air (International),34,"54,298","6,120","3,143",51%,"1,448,576",0,0
2016-10,Centurion Cargo Inc. (Latin America),54,"78,020",0,0,-,"11,016,000","6,165,978",0
2016-10,CFM Inc d/b/a Contour Airlines (Domestic),"1,218","337,739","21,931","9,761",45%,"6,649,443",0,0
2016-10,Chartright Air Inc. (International),120,"65,655",931,389,42%,"284,364",0,0
2016-10,China Airlines Ltd. (International),915,"4,195,079","112,395","88,118",78%,"204,543,348","78,504,370",0
2016-10,China Cargo Airline (International),205,"899,829",0,0,-,"48,004,000","37,051,131",0
2016-10,China Eastern Airlines (International),474,"2,970,979","141,156","106,764",76%,"58,966,160","7,375,203",0
2016-10,China Southern Airlines (International),415,"3,019,022","95,997","84,880",88%,"58,188,283","22,884,020",0
2016-10,City Wings Inc dba Seaflight (Domestic),350,"15,750","3,150","2,175",69%,"518,000",0,0
2016-10,"Comlux Malta, Ltd. (International)",1,"4,549",14,7,50%,"3,300",0,0
2016-10,"Commutair Aka Champlain Enterprises, Inc. (Domestic)","4,297","948,613","181,700","148,742",82%,"50,443,675",0,0
2016-10,Compagnia Aerea Italiana (International),420,"1,922,962","108,684","90,195",83%,"52,499,988","4,632,261",0
2016-09,40-Mile Air (Domestic),78,"7,604",312,108,35%,"83,800","8,405","1,796"
2016-09,ABC Aerolineas SA de CV dba Interjet (International),"1,174","1,315,606","151,748","89,187",59%,"17,855,239",0,0
2016-09,ABSA-Aerolinhas Brasileiras (International),68,"167,181",0,0,-,"8,079,841","6,772,282",0
2016-09,ABX Air Inc (Atlantic),553,"717,138",0,0,-,"67,629,600","35,343,774",0
2016-09,ABX Air Inc (Domestic),"1,017","1,227,757",0,0,-,"117,567,000","58,683,305",0
2016-09,ACM AIR CHARTER GmbH (International),7,"16,852",82,15,18%,"20,240",0,0
2016-09,Acropolis Aviation Ltd. (International),3,"13,455",57,30,53%,"79,200",0,0
2016-09,Aer Lingus Plc (International),697,"2,437,059","185,748","165,281",89%,"58,940,455","3,392,610",0
2016-09,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,230,"72,130","11,500","4,285",37%,"2,524,996",0,0
2016-09,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",32,"13,152","5,632","2,915",52%,"1,126,410",0,0
2016-09,Aeroflot Russian Airlines (International),214,"1,104,976","81,434","73,224",90%,"23,266,540","1,446,795",0
2016-09,Aerolineas Argentinas (International),188,"878,260","51,739","43,869",85%,"15,348,256","2,523,457",0
2016-09,Aerolitoral (International),745,"568,703","63,563","47,256",74%,"16,242,368","20,391",0
2016-09,AeroLogic GmbH (International),49,"203,652",0,0,-,"11,372,792","7,222,553",0
2016-09,Aeromexico (International),"1,885","3,040,359","301,458","235,207",78%,"66,966,976","2,053,064",0
2016-09,Aerotransportes Mas De Crga (International),64,"89,734",0,0,-,"7,997,440","6,340,290",0
2016-09,Aerounion Aerotransporte de Carga Union SA de CV (Inter,110,"159,922",0,0,-,"10,648,000","7,318,417",0
2016-09,Aerovias de Intergracian Regional (International),60,"90,360","14,263","12,012",84%,"5,940,000","1,417,858",0
2016-09,Aerovias Nacl De Colombia (International),854,"1,526,770","135,610","111,042",82%,"46,957,515","2,880,711",0
2016-09,Air Alsie A/S (International),12,"34,944",140,13,9%,"28,030",0,0
2016-09,Air Atlanta Icelandic (International),9,"57,921",0,0,-,"2,300,542","1,295,580",0
2016-09,Air Berlin PLC and CO (International),470,"2,099,050","134,890","114,686",85%,"46,474,605","4,559,915",0
2016-09,AirBridgeCargo Airlines Limited (International),334,"1,150,458",0,0,-,"97,327,432","32,731,822",0
2016-09,Air Busan (International),35,"62,720","5,670","4,208",74%,"1,237,790",0,0
2016-09,Air Canada (International),"3,584","4,616,227","463,942","385,565",83%,"118,524,212","1,972,786",0
2016-09,Air Canada rouge LP (International),"1,423","2,119,308","247,736","206,719",83%,"65,429,549","1,226,467",0
2016-09,"Air Charter, Inc d/b/a Air Flamenco (Domestic)",861,"29,874","7,749","4,796",62%,"4,305,000","161,942","63,934"
2016-09,Air China (International),629,"3,860,689","160,765","128,332",80%,"62,859,694","31,189,783",0
2016-09,Air Europa (International),130,"521,840","38,696","26,162",68%,"18,077,324","803,827",0
2016-09,Air Excursions LLC (Domestic),144,"5,904",904,431,48%,"276,250","11,143","9,363"
2016-09,Air Georgian (International),"3,312","1,252,467","142,565","103,431",73%,"34,114,995",0,0
2016-09,Air Japan Co (International),60,"229,140","12,840","11,154",87%,"4,050,552","577,111",0
2016-09,Air New Zealand (International),325,"1,995,116","104,382","90,898",87%,"45,423,555","7,591,902",0
2016-09,Air Pacific Ltd. (International),82,"370,916","19,474","14,100",72%,"5,788,618","647,193",0
2016-09,Air Serbia (International),44,"198,484","11,176","8,138",73%,"1,847,676","218,449",0
2016-09,Air Tahiti Nui (International),132,"609,840","38,808","34,152",88%,"10,454,400","1,549,033",0
2016-09,Air Transat (International),44,"54,144","8,316","5,892",71%,"1,936,000",0,0
2016-09,Air Transport International (Domestic),594,"639,089",0,0,-,"98,223,600","23,928,157",0
2016-09,Air Wisconsin Airlines Corp (Domestic),"11,433","4,345,197","571,649","428,089",75%,"139,939,920","69,754","5,731"
2016-09,Alaska Airlines Inc. (Domestic),"14,218","16,868,407","2,275,161","1,868,932",82%,"589,641,024","12,265,975","4,267,681"
2016-09,Alaska Airlines Inc. (Latin America),808,"1,042,214","131,651","89,340",68%,"33,060,394","125,938",0
2016-09,Alaska Central Express (Domestic),921,"266,083","1,184",590,50%,"5,114,464","703,367","1,261,665"
2016-09,Albinati Aeronautics SA (International),3,"9,985",42,6,14%,"15,372",0,0
2016-09,Albinati aviation Limited (International),3,"10,945",39,13,33%,"17,038",0,0
