"Year...Month","Carrier","Departures","Miles","Seats","Passengers","Seat.Utilization"
"2008-04","Ameristar Air Cargo (Domestic)","31","27,285","560","268","48%"
"2008-04","Ameristar Air Cargo (International)","14","12,185","336","214","64%"
"2008-04","Arctic Circle Air Service (Domestic)","294","50,537","1,208","5","0%"
"2008-04","Asiana Airlines Inc. (International)","705","2,681,613","98,934","78,218","79%"
"2008-04","Austrian Airlines (International)","148","654,172","38,184","28,669","75%"
"2008-04","Aviacsa Airlines (International)","60","68,340","7,200","5,287","73%"
"2008-04","Bahamasair Holding Limited (International)","633","117,095","56,500","34,241","61%"
"2008-04","Bemidji Airlines (Domestic)","47","8,729","47","0","0%"
"2008-04","Bering Air Inc. (Domestic)","2,691","230,587","23,672","9,514","40%"
"2008-04","Britannia Airways Ltd. (International)","24","103,472","6,792","6,540","96%"
"2008-04","British Airways Plc (International)","2,409","9,836,674","636,819","453,030","71%"
"2008-04","British Midland Airways Ltd. (International)","86","361,822","18,748","16,264","87%"
"2008-04","Canjet Airlines (International)","108","152,334","16,986","12,414","73%"
"2008-04","Cape Air (Domestic)","9,939","714,219","102,440","51,757","51%"
"2008-04","Caribbean Airlines Limited (International)","180","361,800","27,720","25,380","92%"
"2008-04","CAT Aviation (International)","9","35,105","126","22","17%"
"2008-04","Cathay Pacific Airways Ltd. (International)","1,067","5,309,569","180,977","112,556","62%"
"2008-04","Cayman Airways Limited (International)","249","158,987","29,634","17,621","59%"
"2008-04","Chautauqua Airlines Inc. (Domestic)","19,441","8,452,069","923,042","683,305","74%"
"2008-04","China Airlines Ltd. (International)","1,066","4,901,651","130,747","99,202","76%"
"2008-04","China Eastern Airlines (International)","94","640,462","30,080","18,020","60%"
"2008-04","China Southern Airlines (International)","74","431,008","11,928","7,567","63%"
"2008-04","Colgan Air (Domestic)","10,142","1,895,966","381,584","194,814","51%"
"2008-04","Comair Inc. (Domestic)","18,218","9,072,372","995,597","744,826","75%"
"2008-04","Comlux Aviation, AG (International)","10","27,328","140","42","30%"
"2008-04","Commutair Aka Champlain Enterprises, Inc. (Domestic)","2,784","580,280","103,008","57,186","56%"
"2008-04","Compagnia Aerea Italiana (International)","433","1,915,215","96,723","65,535","68%"
"2008-04","Compagnie Natl Air France (International)","1,342","5,605,176","357,706","288,866","81%"
"2008-04","Compania Mexicana De Aviaci (International)","3,137","4,483,037","423,480","267,903","63%"
"2008-04","Compania Panamena (Copa) (International)","540","853,400","99,770","48,099","48%"
"2008-04","Compass Airlines (Domestic)","2,142","1,605,678","162,792","126,786","78%"
"2008-04","Condor Flugdienst (International)","25","132,015","6,725","6,014","89%"
"2008-04","Continental Air Lines Inc. (Atlantic)","2,699","10,930,374","560,789","423,912","76%"
"2008-04","Continental Air Lines Inc. (Domestic)","26,219","29,762,177","3,752,753","3,071,392","82%"
"2008-04","Continental Air Lines Inc. (Latin America)","4,778","7,573,631","715,383","557,539","78%"
"2008-03","40-Mile Air (Domestic)","73","7,255","365","53","15%"
"2008-03","Abaco Air, Ltd. (International)","13","2,551","84","59","70%"
"2008-03","Aer Lingus Plc (International)","485","1,727,600","144,817","103,813","72%"
"2008-03","Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways","40","47,240","2,880","2,034","71%"
"2008-03","Aeroflot Russian Airlines (International)","108","556,424","23,544","15,865","67%"
"2008-03","Aerolineas Argentinas (International)","63","300,291","15,571","11,231","72%"
"2008-03","Aerolitoral (International)","534","267,919","31,221","4,312","14%"
"2008-03","Aeromexico (International)","1,563","2,282,414","200,656","151,691","76%"
"2008-03","Aerosvit Ukranian Airlines (International)","34","159,800","8,344","6,163","74%"
"2008-03","Aerovias Nacl De Colombia (International)","605","1,045,910","101,129","69,649","69%"
"2008-03","Air Canada (International)","6,309","7,550,551","715,393","571,453","80%"
"2008-03","Air China (International)","342","1,749,748","63,424","42,253","67%"
"2008-03","Air Georgian (International)","989","319,905","17,527","9,323","53%"
"2008-03","Air Jamaica Limited (International)","874","1,069,636","151,144","104,003","69%"
"2008-03","Air Japan Co (International)","62","236,716","13,276","11,173","84%"
"2008-03","Air New Zealand (International)","370","2,184,843","123,072","98,504","80%"
"2008-03","Air North (International)","26","24,862","2,720","1,858","68%"
"2008-03","Air Pacific Ltd. (International)","84","326,608","23,136","15,063","65%"
"2008-03","Air Tahiti Nui (International)","148","646,560","43,512","29,965","69%"
"2008-03","AirTran Airways Corporation (Domestic)","23,170","17,157,292","2,864,010","2,216,060","77%"
"2008-03","Air Transat (International)","113","146,918","31,121","29,975","96%"
"2008-03","Air Wisconsin Airlines Corp (Domestic)","14,265","5,153,369","713,250","510,510","72%"
"2008-03","Alaska Airlines Inc. (Domestic)","13,636","12,555,511","1,887,736","1,431,435","76%"
"2008-03","Alaska Airlines Inc. (Latin America)","1,271","1,882,700","198,149","165,134","83%"
"2008-03","Alia-(The) Royal Jordanian (International)","88","527,944","22,000","16,616","76%"
"2008-03","Allegiant Air (Domestic)","3,498","3,183,602","518,320","462,808","89%"
"2008-03","All Nippon Airways Co. (International)","408","2,211,383","89,962","70,673","79%"
"2008-03","American Airlines Inc. (Atlantic)","1,917","7,939,872","449,967","363,774","81%"
"2008-03","American Airlines Inc. (Domestic)","50,678","54,074,742","7,837,044","6,555,356","84%"
"2008-03","American Airlines Inc. (Latin America)","8,939","13,468,689","1,689,838","1,331,941","79%"
"2008-03","American Airlines Inc. (Pacific)","337","2,144,561","82,369","72,635","88%"
"2008-03","Ameristar Air Cargo (Domestic)","49","39,389","1,904","887","47%"
"2008-03","Arctic Circle Air Service (Domestic)","277","51,530","1,181","15","1%"
"2008-03","Asiana Airlines Inc. (International)","691","2,604,433","106,970","79,627","74%"
"2008-03","Austrian Airlines (International)","142","628,738","36,636","28,314","77%"
"2008-03","Aviacsa Airlines (International)","80","97,744","9,924","7,869","79%"
"2008-03","Bahamasair Holding Limited (International)","683","125,822","64,250","46,237","72%"
"2008-03","Bemidji Airlines (Domestic)","47","8,530","47","0","0%"
"2008-03","Bering Air Inc. (Domestic)","2,730","241,131","24,609","9,605","39%"
"2008-03","Britannia Airways Ltd. (International)","24","104,031","6,792","5,571","82%"
"2008-03","British Airways Plc (International)","2,350","9,623,779","618,925","469,252","76%"
"2008-03","British Midland Airways Ltd. (International)","80","328,778","17,440","14,231","82%"
"2008-03","Canjet Airlines (International)","130","181,678","17,818","15,889","89%"
"2008-03","Cape Air (Domestic)","9,964","723,951","102,819","56,186","55%"
"2008-03","Caribbean Airlines Limited (International)","180","360,636","27,720","24,808","89%"
"2008-03","CAT Aviation (International)","2","8,313","28","4","14%"
"2008-03","Cathay Pacific Airways Ltd. (International)","1,142","5,656,377","190,115","125,353","66%"
"2008-03","Cayman Airways Limited (International)","311","218,666","37,082","24,339","66%"
"2008-03","Chautauqua Airlines Inc. (Domestic)","1,801","768,531","89,998","59,322","66%"
"2008-03","China Airlines Ltd. (International)","1,132","5,140,229","138,033","111,077","80%"
"2008-03","China Eastern Airlines (International)","97","605,625","30,680","22,105","72%"
"2008-03","China Southern Airlines (International)","38","262,256","9,656","7,715","80%"
"2008-03","Colgan Air (Domestic)","9,873","1,866,628","366,898","196,145","53%"
"2008-03","Comair Inc. (Domestic)","18,915","9,546,751","1,031,724","778,728","75%"
"2008-03","Comlux Aviation, AG (International)","3","12,574","50","33","66%"
"2008-03","Commutair Aka Champlain Enterprises, Inc. (Domestic)","2,559","530,693","93,009","51,347","55%"
"2008-03","Compagnia Aerea Italiana (International)","461","1,983,175","101,027","80,165","79%"
"2008-03","Compagnie Natl Air France (International)","1,313","5,389,390","330,565","280,641","85%"
"2008-03","Compania Mexicana De Aviaci (International)","3,344","4,726,882","450,230","321,019","71%"
"2008-03","Compania Panamena (Copa) (International)","575","904,444","69,841","52,153","75%"
"2008-03","Compass Airlines (Domestic)","1,890","1,395,561","143,640","116,531","81%"
"2008-03","Condor Flugdienst (International)","34","176,382","9,146","7,986","87%"
"2008-03","Continental Air Lines Inc. (Atlantic)","2,519","10,217,946","522,529","408,337","78%"
"2008-03","Continental Air Lines Inc. (Domestic)","26,975","30,936,485","3,852,382","3,224,789","84%"
"2008-02","40-Mile Air (Domestic)","57","5,175","285","30","11%"
"2008-02","Abaco Air, Ltd. (International)","9","1,695","54","27","50%"
"2008-02","ACM AIR CHARTER GmbH (International)","4","12,909","38","14","37%"
"2008-02","Aer Lingus Plc (International)","408","1,440,332","120,456","70,450","58%"
"2008-02","Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways","42","49,602","3,024","1,903","63%"
"2008-02","Aeroflot Russian Airlines (International)","100","515,892","21,820","11,723","54%"
"2008-02","Aerolineas Argentinas (International)","58","270,382","14,554","11,644","80%"
"2008-02","Aerolitoral (International)","495","238,140","26,400","2,811","11%"
"2008-02","Aeromexico (International)","1,394","2,024,107","178,646","116,028","65%"
"2008-02","Aerosvit Ukranian Airlines (International)","16","75,200","3,870","2,231","58%"
"2008-02","Aerovias Nacl De Colombia (International)","559","966,213","93,831","59,278","63%"
"2008-02","Air Canada (International)","6,370","8,082,462","730,344","575,164","79%"
"2008-02","Air China (International)","270","1,434,579","43,944","35,269","80%"
"2008-02","Air Georgian (International)","822","260,447","14,554","7,222","50%"
"2008-02","Air Jamaica Limited (International)","852","1,053,760","147,032","79,433","54%"
"2008-02","Air Japan Co (International)","58","221,444","12,420","10,906","88%"
"2008-02","Air New Zealand (International)","304","1,780,802","101,323","79,931","79%"
"2008-02","Air North (International)","22","20,474","2,320","1,687","73%"
"2008-02","Air Pacific Ltd. (International)","76","292,804","20,736","14,462","70%"
"2008-02","Air Tahiti Nui (International)","130","574,965","38,220","24,846","65%"
"2008-02","AirTran Airways Corporation (Domestic)","20,091","14,507,071","2,485,827","1,904,443","77%"
"2008-02","Air Transat (International)","100","127,736","26,724","25,106","94%"
"2008-02","Air Wisconsin Airlines Corp (Domestic)","12,977","4,713,412","702,900","432,284","62%"
"2008-02","Alaska Airlines Inc. (Domestic)","12,552","11,580,212","1,738,985","1,192,873","69%"
"2008-02","Alaska Airlines Inc. (Latin America)","1,180","1,747,483","183,415","139,455","76%"
"2008-02","Alia-(The) Royal Jordanian (International)","102","615,882","25,500","13,327","52%"
"2008-02","Allegiant Air (Domestic)","2,829","2,567,266","418,550","357,950","86%"
"2008-02","All Nippon Airways Co. (International)","379","2,051,449","84,158","61,269","73%"
"2008-02","American Airlines Inc. (Atlantic)","1,778","7,378,590","415,316","280,106","67%"
"2008-02","American Airlines Inc. (Domestic)","47,675","50,830,894","7,367,900","5,718,220","78%"
"2008-02","American Airlines Inc. (Latin America)","8,389","12,754,194","1,586,757","1,141,786","72%"
"2008-02","American Airlines Inc. (Pacific)","328","2,095,094","80,062","62,415","78%"
"2008-02","Ameristar Air Cargo (Domestic)","53","33,765","1,064","398","37%"
"2008-02","Ameristar Air Cargo (International)","31","15,637","56","47","84%"
"2008-02","Arctic Circle Air Service (Domestic)","685","92,874","2,713","106","4%"
"2008-02","Asiana Airlines Inc. (International)","633","2,384,084","100,912","79,249","79%"
"2008-02","Austrian Airlines (International)","136","602,854","35,088","21,522","61%"
"2008-02","Aviacsa Airlines (International)","74","90,174","9,168","7,375","80%"
"2008-02","Bahamasair Holding Limited (International)","604","110,930","58,480","31,615","54%"
"2008-02","Bemidji Airlines (Domestic)","51","8,573","51","0","0%"
"2008-02","Bering Air Inc. (Domestic)","2,374","211,873","21,843","8,278","38%"
"2008-02","British Airways Plc (International)","2,245","9,140,596","592,881","371,197","63%"
"2008-02","British Midland Airways Ltd. (International)","74","303,300","16,132","11,567","72%"
"2008-02","Canjet Airlines (International)","95","129,754","12,742","10,652","84%"
"2008-02","Cape Air (Domestic)","8,673","616,308","90,488","46,442","51%"
"2008-02","Caribbean Airlines Limited (International)","168","333,024","25,872","22,532","87%"
"2008-02","CAT Aviation (International)","11","36,858","126","40","32%"
"2008-02","Cathay Pacific Airways Ltd. (International)","981","4,961,762","175,948","99,238","56%"
"2008-02","Cayman Airways Limited (International)","276","191,509","32,990","19,029","58%"
"2008-02","Chautauqua Airlines Inc. (Domestic)","1,624","701,256","81,005","49,350","61%"
"2008-02","China Airlines Ltd. (International)","903","4,100,358","129,790","90,900","70%"
"2008-02","China Eastern Airlines (International)","84","485,476","26,304","17,508","67%"
"2008-02","China Southern Airlines (International)","40","263,584","9,088","6,684","74%"
"2008-02","Colgan Air (Domestic)","8,493","1,543,025","296,971","138,249","47%"
"2008-02","Comair Inc. (Domestic)","16,888","8,305,897","918,871","620,380","68%"
"2008-02","Comlux Aviation, AG (International)","4","18,141","64","17","27%"
"2008-02","Commutair Aka Champlain Enterprises, Inc. (Domestic)","2,265","475,773","79,215","41,622","53%"
"2008-02","Compagnia Aerea Italiana (International)","378","1,631,063","79,660","47,780","60%"
"2008-02","Compagnie Natl Air France (International)","1,123","4,602,019","278,097","191,333","69%"
"2008-02","Compania Mexicana De Aviaci (International)","3,028","4,272,978","405,590","233,426","58%"
"2008-02","Compania Panamena (Copa) (International)","550","869,172","69,378","53,200","77%"
"2008-02","Compass Airlines (Domestic)","1,420","1,031,580","107,920","81,483","76%"
"2008-02","Condor Flugdienst (International)","34","174,702","9,146","8,312","91%"
"2008-01","40-Mile Air (Domestic)","70","6,491","350","36","10%"
"2008-01","Abaco Air, Ltd. (International)","1","193","6","6","100%"
"2008-01","Aer Lingus Plc (International)","417","1,481,945","123,970","75,527","61%"
"2008-01","Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways","44","51,964","3,168","1,865","59%"
"2008-01","Aeroflot Russian Airlines (International)","106","544,270","23,108","16,603","72%"
"2008-01","Aerolineas Argentinas (International)","73","342,589","19,890","14,527","73%"
"2008-01","Aerolitoral (International)","533","253,783","20,141","3,944","20%"
"2008-01","Aeromexico (International)","1,605","2,325,166","206,218","147,549","72%"
"2008-01","Aerosvit Ukranian Airlines (International)","36","169,200","8,324","6,208","75%"
